date,DATVF_ATLPHL,DATVF_CHIATL,DATVF_DALLAX,DATVF_LAXDAL,DATVF_LAXSEA,DATVF_PHLCHI,DATVF_SEALAX,HAUL_ATL,HAUL_BWI,HAUL_CHI,HAUL_CLT,HAUL_CMH,HAUL_DAL,HAUL_DTW,HAUL_HOU,HAUL_JAX,HAUL_LAX,HAUL_MEM,HAUL_MKE,HAUL_MSP,HAUL_MSY,HAUL_PHL,HAUL_SDF,HAUL_SEA,HAUL_STL,ITMS_ATL,ITMS_BWI,ITMS_CHI,ITMS_CLT,ITMS_CMH,ITMS_DAL,ITMS_DTW,ITMS_HOU,ITMS_JAX,ITMS_LAX,ITMS_MEM,ITMS_MKE,ITMS_MSP,ITMS_MSY,ITMS_PHL,ITMS_SDF,ITMS_SEA,ITMS_STL,ITRI_ATL,ITRI_BWI,ITRI_CHI,ITRI_CLT,ITRI_CMH,ITRI_DAL,ITRI_DTW,ITRI_HOU,ITRI_JAX,ITRI_LAX,ITRI_MEM,ITRI_MKE,ITRI_MSP,ITRI_MSY,ITRI_PHL,ITRI_SDF,ITRI_SEA,ITRI_STL,ITVI_ATL,ITVI_BWI,ITVI_CHI,ITVI_CLT,ITVI_CMH,ITVI_DAL,ITVI_DTW,ITVI_HOU,ITVI_JAX,ITVI_LAX,ITVI_MEM,ITVI_MKE,ITVI_MSP,ITVI_MSY,ITVI_PHL,ITVI_SDF,ITVI_SEA,ITVI_STL,OTMS_ATL,OTMS_BWI,OTMS_CHI,OTMS_CLT,OTMS_CMH,OTMS_DAL,OTMS_DTW,OTMS_HOU,OTMS_JAX,OTMS_LAX,OTMS_MEM,OTMS_MKE,OTMS_MSP,OTMS_MSY,OTMS_PHL,OTMS_SDF,OTMS_SEA,OTMS_STL,OTRI_ATL,OTRI_BWI,OTRI_CHI,OTRI_CLT,OTRI_CMH,OTRI_DAL,OTRI_DTW,OTRI_HOU,OTRI_JAX,OTRI_LAX,OTRI_MEM,OTRI_MKE,OTRI_MSP,OTRI_MSY,OTRI_PHL,OTRI_SDF,OTRI_SEA,OTRI_STL,OTVI_ATL,OTVI_BWI,OTVI_CHI,OTVI_CLT,OTVI_CMH,OTVI_DAL,OTVI_DTW,OTVI_HOU,OTVI_JAX,OTVI_LAX,OTVI_MEM,OTVI_MKE,OTVI_MSP,OTVI_MSY,OTVI_PHL,OTVI_SDF,OTVI_SEA,OTVI_STL,TLT_ATL,TLT_BWI,TLT_CHI,TLT_CLT,TLT_CMH,TLT_DAL,TLT_DTW,TLT_HOU,TLT_JAX,TLT_LAX,TLT_MEM,TLT_MKE,TLT_MSP,TLT_MSY,TLT_PHL,TLT_SDF,TLT_SEA,TLT_STL,VTRI_ATL,VTRI_BWI,VTRI_CHI,VTRI_CLT,VTRI_CMH,VTRI_DAL,VTRI_DTW,VTRI_HOU,VTRI_JAX,VTRI_LAX,VTRI_MEM,VTRI_MKE,VTRI_MSP,VTRI_MSY,VTRI_PHL,VTRI_SDF,VTRI_SEA,VTRI_STL,id
2019-04-03,1.617,1.693,0.97,1.393,1.875,0.943,0.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187
2019-04-10,,,,,,,,-17.16,-25.1,31.36,-44.63,0.6,31.78,-45.9,8.29,-26.51,118.15,58.41,58.2,1.82,22.0,1.06,16.95,-18.75,-20.95,4.484,1.217,1.647,2.102,2.01,2.375,1.963,2.799,1.171,2.079,0.936,1.039,0.793,0.699,1.266,0.563,1.395,1.056,6.12,6.21,4.44,5.53,8.04,5.26,24.83,3.79,4.27,2.8,7.34,4.02,6.18,6.79,7.35,6.76,6.33,6.62,441.05,119.7,161.96,206.75,197.72,233.6,193.03,275.27,115.19,204.46,92.09,102.23,78.02,68.76,124.51,55.39,137.17,103.87,4.294,0.958,1.958,1.642,2.009,2.688,1.49,2.872,0.898,3.268,1.524,1.625,0.809,0.919,1.272,0.733,1.2,0.84,3.08,8.92,4.77,4.06,7.85,3.12,28.75,2.86,8.97,1.25,5.18,2.88,7.92,5.28,3.76,5.68,2.6,6.29,423.89,94.6,193.32,162.12,198.32,265.38,147.13,283.56,88.67,322.61,150.5,160.43,79.84,90.76,125.57,72.34,118.42,82.92,2.28,2.24,2.71,2.65,2.45,2.76,2.17,2.88,2.4,1.64,2.54,2.49,2.48,3.69,2.62,2.57,1.9,2.63,3.69,6.38,4.31,4.19,7.48,3.11,29.43,3.16,6.1,0.94,4.77,3.38,7.77,5.91,3.48,5.91,2.05,4.94,2194
